"","Brand","Vehicle","Engine","Engine.code","Torque..Nm.rpm.","Power..hp..","Power.kW..rpm.","Average.fuel.consumption..l.100.km.","CO2..g.km.","Weight.3p.5p..kg","Displacement","Compression.ratio","GearBox.type","Tyre","Traction.type"
"693","Volkswagen","Passat","2.0L TSI 200 hp Tiptronic","","280/1800-5000",200,"147/6000",8.5,199,"1538","1984",5,"AT 6","215/55 R16","2wd"
"694","Volkswagen","Passat R-Line","2.0L TSI 200 hp Tiptronic","","280/1800-5000",200,"147/6000",8.5,199,"1538","1984",5,"AT 6","235/45 R17","2wd"
"695","Volkswagen","Passat","3.2L V6 FSI 250 hp DSG 6 4Motion","","330/2750-3750",250,"184/6250",9.8,223,"1735","3168",13,"DCT 6","235/45 R17","4wd"
"696","Volkswagen","Passat R36","3.6L V6 FSI 300 hp DSG 6 4Motion","","350/2400-5300",299,"220/6600",10.5,249,"1764","3598",11,"DCT 6","235/40 R18 Y","4wd"
"697","Volkswagen","Passat","2.0L TDI CR 110 hp DPF","","250/1500-2500",110,"81/4200",5.5,143,"1510","1968",20,"MT","215/55 R16","2wd"
"698","Volkswagen","Passat Bluemotion","2.0L TDI CR 110 hp DPF","","250/1750",110,"81/4100",4.9,128,"1493","1968",20,"MT","205/55 R16 91 H","2wd"
"699","Volkswagen","Passat","2.0L TDI CR 140 hp DPF","","320/1750-2500",140,"103/4200",5.6,146,"1529","1968",20,"MT 6","215/55 R16","2wd"
"700","Volkswagen","Passat","2.0L TDI CR 140 hp DPF 4Motion","","320/1750-2500",140,"103/4200",6,158,"1627","1968",20,"MT 6","215/55 R16","4wd"
"701","Volkswagen","Passat R-Line","2.0L TDI CR 140 hp DPF","","320/1750-2500",140,"103/4200",5.6,146,"1529","1968",20,"MT 6","235/45 R17","2wd"
"702","Volkswagen","Passat","2.0L TDI CR 140 hp DPF DSG 6","","320/1750-2500",140,"103/4200",6,158,"1549","1968",20,"DCT 6","215/55 R16","2wd"
"703","Volkswagen","Passat R-Line","2.0L TDI CR 140 hp DPF 4Motion","","320/1750-2500",140,"103/4200",6,158,"1629","1968",20,"MT 6","235/45 R17","4wd"
"704","Volkswagen","Passat R-Line","2.0L TDI CR 140 hp DPF DSG 6","","320/1750-2500",140,"103/4200",6,158,"1551","1968",20,"DCT 6","235/45 R17","2wd"
"705","Volkswagen","Passat","2.0L TDI CR 170 hp DPF","","350/1750-2500",170,"125/4200",5.6,146,"1530","1968",20,"MT 6","215/55 R16","2wd"
"706","Volkswagen","Passat R-Line","2.0L TDI CR 170 hp DPF","","350/1750-2500",170,"125/4200",5.6,146,"1532","1968",20,"MT 6","235/45 R17","2wd"
"707","Volkswagen","Passat","2.0L TDI CR 170 hp DPF DSG 6","","350/1750-2500",170,"125/4200",6.1,159,"1552","1968",20,"DCT 6","215/55 R16","2wd"
"708","Volkswagen","Passat R-Line","2.0L TDI CR 170 hp DPF DSG 6","","350/1750-2500",170,"125/4200",6.1,159,"1554","1968",20,"DCT 6","235/45 R17","2wd"
"709","Volkswagen","Passat Variant Bluemotion","2.0L TDI CR 110 hp DPF","","250/1750",110,"81/4100",4.9,129,"1543","1968",20,"MT","205/55 R16","2wd"
"710","Volkswagen","Passat Variant","2.0L TDI CR 110 hp DPF","","250/1500-2500",110,"81/4200",5.6,146,"1557","1968",20,"MT","215/55 R16","2wd"
"711","Volkswagen","Passat Variant","2.0L TDI CR 140 hp DPF","","320/1750-2500",140,"103/4200",5.7,148,"1572","1968",20,"MT 6","215/55 R16","2wd"
"712","Volkswagen","Passat Variant","2.0L TDI CR 140 hp DPF 4Motion","","320/1750-2500",140,"103/4200",6.1,159,"1671","1968",20,"MT 6","215/55 R16","4wd"
"713","Volkswagen","Passat Variant R-Line","2.0L TDI CR 140 hp DPF","","320/1750-2500",140,"103/4200",5.7,148,"1572","1968",20,"MT 6","235/45 R17","2wd"
"714","Volkswagen","Passat Variant","2.0L TDI CR 140 hp DPF DSG 6","","320/1750-2500",140,"103/4200",6.1,159,"1594","1968",20,"DCT 6","215/55 R16","2wd"
"715","Volkswagen","Passat Variant R-Line","2.0L TDI CR 140 hp DPF 4Motion","","320/1750-2500",140,"103/4200",6.1,159,"1671","1968",20,"MT 6","235/45 R17","4wd"
"716","Volkswagen","Passat Variant R-Line","2.0L TDI CR 140 hp DPF DSG 6","","320/1750-2500",140,"103/4200",6.1,159,"1594","1968",20,"DCT 6","235/45 R17","2wd"
"717","Volkswagen","Passat Variant","2.0L TDI CR 170 hp DPF","","350/1750-2500",170,"125/4200",5.7,149,"1574","1968",20,"MT 6","215/55 R16","2wd"
"718","Volkswagen","Passat Variant R-Line","2.0L TDI CR 170 hp DPF","","350/1750-2500",170,"125/4200",5.7,149,"1574","1968",20,"MT 6","235/45 R17","2wd"
"719","Volkswagen","Passat Variant","2.0L TDI CR 170 hp DPF DSG 6","","350/1750-2500",170,"125/4200",6.2,159,"1596","1968",20,"DCT 6","215/55 R16","2wd"
"720","Volkswagen","Passat Variant R-Line","2.0L TDI CR 170 hp DPF DSG 6","","350/1750-2500",170,"125/4200",6.2,159,"1596","1968",20,"DCT 6","235/45 R17","2wd"
"721","Volkswagen","Passat Variant","1.4L TSI 122 hp","","200/1500-4000",122,"90/5000",6.7,159,"1504","1390",2,"MT 6","215/55 R16","2wd"
"722","Volkswagen","Passat Variant","1.4L TSI 122 hp DSG 7","","200/1500-4000",122,"90/5000",6.5,154,"1520","1390",2,"DCT 7","215/55 R16","2wd"
"723","Volkswagen","Passat Variant","1.8L TSI 160 hp","","250/1500-4200",160,"118/5000",7.8,186,"1534","1798",38,"MT 6","215/55 R16","2wd"
"724","Volkswagen","Passat Variant R-Line","1.8L TSI 160 hp","","250/1500-4200",160,"118/5000",7.8,186,"1534","1798",38,"MT 6","235/45 R17","2wd"
"725","Volkswagen","Passat Variant","2.0L TSI 200 hp","","280/1800-5000",200,"147/6000",8,188,"1575","1984",5,"MT 6","215/55 R16","2wd"
"726","Volkswagen","Passat Variant R-Line","2.0L TSI 200 hp","","280/1800-5000",200,"147/6000",8,188,"1575","1984",5,"MT 6","235/45 R17","2wd"
"727","Volkswagen","Passat Variant","2.0L TSI 200 hp Tiptronic","","280/1800-5000",200,"147/6000",8.6,199,"1593","1984",5,"AT 6","215/55 R16","2wd"
"728","Volkswagen","Passat Variant R-Line","2.0L TSI 200 hp Tiptronic","","280/1800-5000",200,"147/6000",8.6,199,"1593","1984",5,"AT 6","235/45 R17","2wd"
"729","Volkswagen","Passat Variant","3.2L V6 FSI 250 hp DSG 6 4Motion","","330/2750-3750",250,"184/6250",10,238,"1790","3168",13,"DCT 6","235/45 R17","4wd"
"730","Volkswagen","Passat Variant R36","3.6L V6 FSI 300 hp DSG 6 4Motion","","350/2400-5300",299,"220/6600",10.5,249,"1822","3598",11,"DCT 6","235/40 R18 Y","4wd"
"731","Volkswagen","Phaeton","3.0L V6 TDI 240 hp DPF 4Motion","","500/1500-3000",239,"176/4000",9,239,"2233","2967",22,"AT 6","235/55 R17 Y","4wd"
"732","Volkswagen","Phaeton","3.6L V6 280 hp 4Motion","","370/3500",280,"206/6250",11.7,273,"2154","3598",1,"AT 6","235/55 R17","4wd"
"733","Volkswagen","Phaeton","6.0L W12 450 hp 4Motion","","560/2750-5200",450,"331/6050",14.5,348,"2392","5998",7,"AT 5","255/45 R18","4wd"
"734","Volkswagen","Phaeton (2004)","5.0L V10 TDI 313 hp Tiptronic","","750/2000",313,"230/3750",11.4,308,"2400","4921",30,"AT 6","255/45 R18","4wd"
"735","Volkswagen","Tiguan","1.4L TSI 150 hp","","240/1750-4000",120,"88/5800",7.4,171,"1526","1390",2,"MT 6","215/65 R16","2wd"
"736","Volkswagen","Tiguan","1.4L TSI 150 hp 4Motion","","240/1750-4000",120,"88/5800",8,185,"1621","1390",2,"MT 6","215/60 R17","4wd"
"737","Volkswagen","Tiguan R-Line","1.4L TSI 150 hp 4Motion","","240/1750-4000",120,"88/5800",8,185,"1621","1390",2,"MT 6","255/40 R19","4wd"
"738","Volkswagen","Tiguan","2.0L TDI 140 hp","","320/1750-2500",140,"103/4200",5.9,155,"1553","1968",20,"MT 6","215/65 R16","2wd"
"739","Volkswagen","Tiguan","2.0L TDI 140 hp 4Motion","","320/1750-2500",140,"103/4200",6.4,167,"1665","1968",20,"MT 6","215/60 R17","4wd"
"740","Volkswagen","Tiguan","2.0L TDI 140 hp Tiptronic 4Motion","","320/1750-2500",140,"103/4200",7.5,199,"1679","1968",20,"AT 6","215/60 R17","4wd"
"741","Volkswagen","Tiguan R-Line","2.0L TDI 140 hp 4Motion","","320/1750-2500",140,"103/4200",6.4,167,"1665","1968",20,"MT 6","255/40 R19","4wd"
"742","Volkswagen","Tiguan R-Line","2.0L TDI 140 hp Tiptronic 4Motion","","320/1750-2500",140,"103/4200",7.5,199,"1679","1968",20,"AT 6","255/40 R19","4wd"
"743","Volkswagen","Tiguan","2.0L TSI 170 hp 4Motion","","280/1700-4200",170,"125/4300",8.9,213,"1646","1984",1,"MT 6","215/60 R17","4wd"
"744","Volkswagen","Tiguan","2.0L TSI 170 hp Tiptronic 4Motion","","280/1700-4200",170,"125/4300",9.9,234,"1667","1984",1,"AT 6","215/60 R17","4wd"
"745","Volkswagen","Tiguan R-Line","2.0L TSI 170 hp 4Motion","","280/1700-4200",170,"125/4300",8.9,213,"1646","1984",1,"MT 6","255/40 R19","4wd"
"746","Volkswagen","Tiguan R-Line","2.0L TSI 170 hp Tiptronic 4Motion","","280/1700-4200",170,"125/4300",9.9,234,"1667","1984",1,"AT 6","255/40 R19","4wd"
"747","Volkswagen","Tiguan","2.0L TDI 170 hp 4Motion","","350/1750-2500",170,"125/4200",6.6,172,"1684","1968",20,"MT 6","215/60 R17","4wd"
"748","Volkswagen","Tiguan R-Line","2.0L TDI 170 hp 4Motion","","350/1750-2500",170,"125/4200",6.6,172,"1684","1968",20,"MT 6","255/40 R19","4wd"
"749","Volkswagen","Tiguan","2.0L TSI 200 hp 4Motion","","280/1700-5000",200,"147/5100",8.9,213,"1662","1984",5,"MT 6","215/60 R17","4wd"
"750","Volkswagen","Tiguan","2.0L TSI 200 hp Tiptronic 4Motion","","280/1700-5000",200,"147/5100",9.9,234,"1684","1984",5,"AT 6","215/60 R17","4wd"
"751","Volkswagen","Tiguan R-Line","2.0L TSI 200 hp 4Motion","","280/1700-5000",200,"147/5100",8.9,213,"1662","1984",5,"MT 6","255/40 R19","4wd"
"752","Volkswagen","Tiguan R-Line","2.0L TSI 200 hp Tiptronic 4Motion","","280/1700-5000",200,"147/5100",9.9,234,"1684","1984",5,"AT 6","255/40 R19","4wd"
"753","Volkswagen","Touareg","2.5L TDI R5 174 hp","","400/2000",174,"128/3500",10.1,267,"2247","2461",30,"MT 6 with reductor (2.66)","255/55 R18","4wd"
"754","Volkswagen","Touareg","2.5L TDI R5 174 hp Tiptronic","","400/2000",174,"128/3500",10.4,275,"2267","2461",30,"AT 6 with reductor (2.66)","255/55 R18","4wd"
"755","Volkswagen","Touareg","3.0L V6 TDI 240 hp","","550/2000-2250",239,"176/4000",9.6,254,"2301","2967",22,"MT 6 with reductor (2.66)","255/55 R18","4wd"
"756","Volkswagen","Touareg","3.0L V6 TDI 240 hp Tiptronic","","550/2000-2250",239,"176/4000",9.9,262,"2321","2967",22,"AT 6 with reductor (2.66)","255/55 R18","4wd"
"757","Volkswagen","Touareg Indiv.","3.0L V6 TDI 240 hp","","550/2000-2250",239,"176/4000",9.6,254,"2301","2967",22,"MT 6","255/55 R18","4wd"
"758","Volkswagen","Touareg Indiv.","3.0L V6 TDI 240 hp Tiptronic","","550/2000-2250",239,"176/4000",9.9,262,"2321","2967",22,"AT 6 with reductor (2.66)","275/45 R18","4wd"
"759","Volkswagen","Touareg","3.6L V6 FSI 280 hp Tiptronic","","360/2500-5000",280,"206/6200",13.3,317,"2238","3598",13,"AT 6 with reductor (2.66)","255/55 R18","4wd"
"760","Volkswagen","Touareg Indiv.","3.6L V6 FSI 280 hp Tiptronic","","360/2500-5000",280,"206/6200",13.3,317,"2238","3598",13,"AT 6 with reductor (2.66)","275/45 R18","4wd"
"761","Volkswagen","Touareg","4.2L V8 350 hp Tiptronic","","440/3500",350,"257/6800",13.8,329,"2332","4163",14,"AT 6 with reductor (2.66)","255/55 R18","4wd"
"762","Volkswagen","Touareg","5.0L V10 TDI 313 hp Tiptronic","","750/2000",313,"230/3750",11.9,315,"2602","4921",30,"AT 6 with reductor (2.66)","255/55 R18","4wd"
"763","Volkswagen","Touareg","6.0L W12 450 hp Tiptronic","","600/3250",450,"331/6000",15.7,375,"2480","5998",1,"AT 6","275/45 R19","4wd"
"764","Volkswagen","Touareg R50","5.0L V10 TDI 350 hp Tiptronic","","850/2000",351,"258/3500",11.9,315,"2602","4921",30,"AT 6 with reductor (2.66)","295/35 R21 Y","4wd"
"765","Skoda","Fabia","1.2L 60 hp 3 cyl.","","108/3000",60,"44/5200",5.9,140,"1115","1198",4,"MT","165/70 R14","2wd"
"766","Skoda","Fabia Young","1.2L 60 hp 3 cyl.","","108/3000",60,"44/5200",5.9,140,"1115","1198",4,"MT","185/60 R14","2wd"
"767","Skoda","Fabia Combi","1.2L 60 hp 3 cyl.","","108/3000",60,"44/5200",5.9,140,"1140","1198",4,"MT","165/70 R14","2wd"
"768","Skoda","Fabia","1.2L 70 hp 3 cyl.","","112/3000",69,"51/5400",5.9,140,"1125","1198",5,"MT","165/70 R14","2wd"
"769","Skoda","Fabia Young","1.2L 70 hp 3 cyl.","","112/3000",69,"51/5400",5.9,140,"1125","1198",5,"MT","185/60 R14","2wd"
"770","Skoda","Fabia Combi","1.2L 70 hp 3 cyl.","","112/3000",69,"51/5400",5.9,140,"1145","1198",5,"MT","185/60 R14","2wd"
"771","Skoda","Fabia","1.4L 85 hp","","132/3800",86,"63/5000",6.5,155,"1135","1390",5,"MT","185/60 R14","2wd"
"772","Skoda","Fabia Combi","1.4L 85 hp","","132/3800",86,"63/5000",6.5,155,"1150","1390",5,"MT","185/60 R14","2wd"
"773","Skoda","Fabia","1.4L TDI 70 hp 3 cyl.","","155/1600-2800",69,"51/4000",4.8,127,"1200","1422",33,"MT","185/60 R14","2wd"
"774","Skoda","Fabia Combi","1.4L TDI 70 hp 3 cyl.","","155/1600-2800",69,"51/4000",4.8,127,"1220","1422",33,"MT","165/70 R14","2wd"
"775","Skoda","Fabia Combi Young","1.4L TDI 70 hp 3 cyl.","","155/1600-2800",69,"51/4000",4.8,127,"1220","1422",33,"MT","185/60 R14","2wd"
"776","Skoda","Fabia","1.4L TDI 80 hp 3cyl.","","195/2200",80,"59/4000",4.6,120,"1205","1422",33,"MT","185/60 R14","2wd"
"777","Skoda","Fabia Combi","1.4L TDI 80 hp 3 cyl.","","195/2200",80,"59/4000",4.6,120,"1225","1422",33,"MT","185/60 R14","2wd"
"778","Skoda","Fabia GreenLine","1.4L TDI 80 hp DPF 3 cyl.","","195/2200",80,"59/4000",4.1,109,"1195","1422",33,"MT","175/70 R14 81 T","2wd"
"779","Skoda","Fabia Combi","1.9L TDI 105 hp","","240/1800",105,"77/4000",4.9,129,"1265","1896",32,"MT","185/60 R14","2wd"
"780","Skoda","Fabia","1.9L TDI 105 hp","","240/1800",105,"77/4000",4.9,129,"1245","1896",32,"MT","185/60 R14","2wd"
"781","Skoda","Fabia Sport","1.9L TDI 105 hp","","240/1800",105,"77/4000",4.9,129,"1245","1896",32,"MT","195/55 R15","2wd"
"782","Skoda","Fabia Combi Sport","1.9L TDI 105 hp","","240/1800",105,"77/4000",4.9,129,"1265","1896",32,"MT","195/55 R15","2wd"
"783","Skoda","Fabia","1.6L 105 hp","","153/3800",105,"77/5600",6.9,165,"1145","1598",5,"MT","185/60 R14","2wd"
"784","Skoda","Fabia Combi","1.6L 105 hp","","153/3800",105,"77/5600",6.9,165,"1165","1598",5,"MT","185/60 R14","2wd"
"785","Skoda","Fabia Sport","1.6L 105 hp","","153/3800",105,"77/5600",6.9,165,"1145","1598",5,"MT","195/55 R15","2wd"
"786","Skoda","Fabia Combi Sport","1.6L 105 hp","","153/3800",105,"77/5600",6.9,165,"1165","1598",5,"MT","195/55 R15","2wd"
"787","Skoda","Fabia Combi Sport","1.6L 105 hp Tiptronic","","153/3800",105,"77/5600",7.5,180,"1210","1598",5,"AT 6","195/55 R15","2wd"
"788","Skoda","Fabia Sport","1.6L 105 hp Tiptronic","","153/3800",105,"77/5600",7.6,181,"1190","1598",5,"AT 6","195/55 R15","2wd"
"789","Skoda","Roomster","1.2L 70 hp 3 cyl.","","112/3000",69,"51/5400",6.7,159,"1225","1198",5,"MT","195/55 R15","2wd"
"790","Skoda","Roomster","1.4L 85 hp","","126/3300",86,"63/5000",6.8,162,"1230","1390",5,"MT","195/55 R15","2wd"
"791","Skoda","Roomster Style","1.4L 85 hp","","126/3300",86,"63/5000",6.8,162,"1230","1390",5,"MT","195/55 R15","2wd"
"792","Skoda","Roomster","1.6L 105 hp","","155/3500",105,"77/5700",7,167,"1255","1598",5,"MT","195/55 R15","2wd"
"793","Skoda","Roomster Sport","1.6L 105 hp","","155/3500",105,"77/5700",7,167,"1255","1598",5,"MT","205/45 R16","2wd"
"794","Skoda","Roomster Sport","1.6L 105 hp Tiptronic","","155/3500",105,"77/5700",8.1,185,"1285","1598",5,"AT 6","205/45 R16","2wd"
"795","Skoda","Roomster Scoot","1.6L 105 hp","","155/3500",105,"77/5700",7,167,"1255","1598",5,"MT","205/40 R17","2wd"
"796","Skoda","Roomster Scoot","1.6L 105 hp Tiptronic","","155/3500",105,"77/5700",8.1,185,"1285","1598",5,"AT 6","205/40 R17","2wd"
"797","Skoda","Roomster","1.4L TDI 70 hp 3 cyl.","","155/1600-2800",69,"51/4000",5.3,139,"1305","1422",33,"MT","195/55 R15","2wd"
"798","Skoda","Roomster","1.4L TDI 80 hp 3 cyl.","","195/2200",80,"59/4000",5.1,135,"1315","1422",33,"MT","195/55 R15","2wd"
"799","Skoda","Roomster Style","1.4L TDI 80 hp 3 cyl.","","195/2200",80,"59/4000",5.1,135,"1315","1422",33,"MT","195/55 R15","2wd"
"800","Skoda","Roomster","1.9L TDI 105 hp","","240/1800",105,"77/4000",5.4,139,"1330","1896",32,"MT","195/55 R15","2wd"
"801","Skoda","Roomster Sport","1.9L TDI 105 hp","","240/1800",105,"77/4000",5.4,139,"1330","1896",32,"MT","205/45 R16","2wd"
"802","Skoda","Roomster Scoot","1.9L TDI 105 hp","","240/1800",105,"77/4000",5.4,139,"1330","1896",32,"MT","205/40 R17","2wd"
"803","Skoda","Scoot","1.8L TSI 160 hp","","250/1500-4500",160,"118/4500",7.8,182,"1560","1798",38,"MT 6","225/50 R17","4wd"
"804","Skoda","Scoot","2.0L TDI 140 hp DPF","","320/1750-2500",140,"103/4000",6.4,173,"1605","1968",30,"MT 6","225/50 R17","4wd"
"805","Skoda","Octavia","1.6L 102 hp","","148/3800",102,"75/5600",7.4,176,"1310","1595",5,"MT","195/65 R15","2wd"
"806","Skoda","Octavia","1.4L TSI 122 hp","","200/1500-4000",122,"90/5000",6.6,154,"1340","1390",2,"MT 6","195/65 R15","2wd"
"807","Skoda","Octavia","1.4L TSI 122 hp DSG 7","","200/1500-4000",122,"90/5000",6.3,147,"1360","1390",2,"DCT 7","195/65 R15","2wd"
"808","Skoda","Octavia","1.8L TSI 160 hp","","250/1500-4500",160,"118/4500",7,163,"1380","1798",38,"MT 6","205/55 R16","2wd"
"809","Skoda","Octavia","1.8L TSI 160 hp DSG 7","","250/1500-4500",160,"118/4500",6.6,155,"1385","1798",38,"DCT 7","205/55 R16","2wd"
"810","Skoda","Octavia Laurin&Klement","1.8L TSI 160 hp","","250/1500-4500",160,"118/4500",7,163,"1380","1798",38,"MT 6","225/45 R17","2wd"
"811","Skoda","Octavia Laurin&Klement","1.8L TSI 160 hp DSG 7","","250/1500-4500",160,"118/4500",6.6,155,"1385","1798",38,"DCT 7","225/45 R17","2wd"
"812","Skoda","Octavia RS","2.0L TSI 200 hp","","280/1800-5000",200,"147/6000",7.5,175,"1450","1984",5,"MT 6","225/45 R17","2wd"
"813","Skoda","Octavia RS","2.0L TSI 200 hp DSG 6","","280/1800-5000",200,"147/6000",7.7,180,"1470","1984",5,"DCT 6","225/45 R17","2wd"
"814","Skoda","Octavia","1.9L TDI 105 hp","","250/1900",105,"77/4000",4.9,130,"1410","1896",30,"MT","195/65 R15","2wd"
"815","Skoda","Octavia","1.9L TDI 105 hp DSG 6","","250/1900",105,"77/4000",5.9,155,"1410","1896",30,"DCT 6","195/65 R15","2wd"
"816","Skoda","Octavia","2.0L TDI 140 hp","","320/1750",140,"103/4000",5.5,145,"1410","1968",30,"MT 6","205/55 R16","2wd"
"817","Skoda","Octavia","2.0L TDI 140 hp DSG 6","","320/1750",140,"103/4000",6,158,"1430","1968",30,"DCT 6","205/55 R16","2wd"
"818","Skoda","Octavia Laurin&Klement","2.0L TDI 140 hp","","320/1750",140,"103/4000",5.5,145,"1410","1968",30,"MT 6","225/45 R17","2wd"
"819","Skoda","Octavia Laurin&Klement","2.0L TDI 140 hp DSG 6","","320/1750",140,"103/4000",6,158,"1430","1968",30,"DCT 6","225/45 R17","2wd"
"820","Skoda","Octavia RS","2.0L TDI CR 170 hp DPF","","350/1750-2500",170,"125/4200",5.7,150,"1485","1968",20,"MT 6","225/45 R17","2wd"
"821","Skoda","Octavia RS","2.0L TDI CR 170 hp DPF DSG 6","","350/1750-2500",170,"125/4200",6,159,"1505","1968",20,"DCT 6","225/45 R17","2wd"
"822","Skoda","Octavia Combi","1.4L TSI 122 hp","","200/1500-4000",122,"90/5000",6.6,154,"1355","1390",2,"MT 6","195/65 R15","2wd"
"823","Skoda","Octavia Combi","1.4L TSI 122 hp DSG 7","","200/1500-4000",122,"90/5000",6.3,147,"1395","1390",2,"DCT 7","195/65 R15","2wd"
"824","Skoda","Octavia Combi","1.8L TSI 160 hp","","250/1500-4500",160,"118/4500",7,163,"1395","1798",38,"MT 6","205/55 R16","2wd"
"825","Skoda","Octavia Combi","1.8L TSI 160 hp DSG 7","","250/1500-4500",160,"118/4500",6.6,155,"1415","1798",38,"DCT 7","205/55 R16","2wd"
"826","Skoda","Octavia Combi Laurin&Klement","1.8L TSI 160 hp","","250/1500-4500",160,"118/4500",7,163,"1395","1798",38,"MT 6","225/45 R17","2wd"
"827","Skoda","Octavia Combi Laurin&Klement","1.8L TSI 160 hp DSG 7","","250/1500-4500",160,"118/4500",6.6,155,"1415","1798",38,"DCT 7","225/45 R17","2wd"
"828","Skoda","Octavia Combi RS","2.0L TSI 200 hp","","280/1800-5000",200,"147/6000",7.5,175,"1485","1984",5,"MT 6","225/45 R17","2wd"
"829","Skoda","Octavia Combi RS","2.0L TSI 200 hp DSG 6","","280/1800-5000",200,"147/6000",7.7,180,"1485","1984",5,"DCT 6","225/45 R17","2wd"
"830","Skoda","Octavia Combi","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.1,135,"?","1896",30,"MT","195/65 R15","2wd"
"831","Skoda","Octavia Combi","1.9L TDI 105 hp DSG 6","","250/1900",105,"77/4000",5.9,155,"1425","1896",30,"DCT 6","195/65 R15","2wd"
"832","Skoda","Octavia Combi","1.9L TDI 105 hp 4x4","","250/1900",105,"77/4000",5.7,150,"1425","1896",30,"MT 6","205/55 R16","4wd"
"833","Skoda","Octavia Combi","2.0L TDI 140 hp","","320/1750",140,"103/4000",5.5,145,"1425","1968",30,"MT 6","205/55 R16","2wd"
"834","Skoda","Octavia Combi","2.0L TDI 140 hp DSG 6","","320/1750",140,"103/4000",6,158,"1445","1968",30,"DCT 6","205/55 R16","2wd"
"835","Skoda","Octavia Combi Laurin&Klement","2.0L TDI 140 hp","","320/1750",140,"103/4000",5.5,145,"1425","1968",30,"MT 6","225/45 R17","2wd"
"836","Skoda","Octavia Combi Laurin&Klement","2.0L TDI 140 hp DSG 6","","320/1750",140,"103/4000",6,158,"1445","1968",30,"DCT 6","225/45 R17","2wd"
"837","Skoda","Octavia Combi RS","2.0L TDI CR 170 hp DPF","","350/1750-2500",170,"125/4200",5.7,150,"1500","1968",20,"MT 6","225/45 R17","2wd"
"838","Skoda","Octavia Combi RS","2.0L TDI CR 170 hp DPF DSG 6","","350/1750-2500",170,"125/4200",6,159,"1520","1968",20,"DCT 6","225/45 R17","2wd"
"839","Skoda","Superb","1.4L TSI 125 hp","","200/1500-4000",125,"92/5000",6.8,157,"1500","1390",2,"MT 6","205/55 R16","2wd"
"840","Skoda","Superb","1.8L TSI 160 hp","","250/1500-4200",160,"118/5000",7.6,180,"1529","1798",38,"MT 6","205/55 R16","2wd"
"841","Skoda","Superb","1.8L TSI 160 hp DSG 7","","250/1500-4200",160,"118/5000",7.1,168,"1546","1798",38,"DCT 7","205/55 R16","2wd"
"842","Skoda","Superb","1.8L TSI 160 hp 4x4","","250/1500-4200",160,"118/5000",8.2,198,"1563","1798",38,"MT 6","205/55 R16","4wd"
"843","Skoda","Superb Elegance","1.8L TSI 160 hp","","250/1500-4200",160,"118/5000",7.6,180,"1529","1798",38,"MT 6","225/45 R17","2wd"
"844","Skoda","Superb Elegance","1.8L TSI 160 hp DSG 7","","250/1500-4200",160,"118/5000",7.1,168,"1546","1798",38,"DCT 7","225/45 R17","2wd"
"845","Skoda","Superb Elegance","1.8L TSI 160 hp 4x4","","250/1500-4200",160,"118/5000",8.2,198,"1563","1798",38,"MT 6","225/45 R17","4wd"
"846","Skoda","Superb","3.6L V6 FSI 260 hp AT 4x4","","350/2500-5000",260,"191/6000",10,238,"1740","3598",11,"AT 6","225/45 R17","4wd"
"847","Skoda","Superb","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.7,151,"1531","1896",30,"MT","205/55 R16","2wd"
"848","Skoda","Superb","2.0L TDI 140 hp DPF","","320/1800-2500",140,"103/4000",5.9,155,"1565","1968",30,"MT 6","205/55 R16","2wd"
"849","Skoda","Superb","2.0L TDI 140 hp DPF DSG 6","","320/1800-2500",140,"103/4000",6.8,177,"1587","1968",30,"DCT 6","205/55 R16","2wd"
"850","Skoda","Superb Elegance","2.0L TDI 140 hp DPF","","320/1800-2500",140,"103/4000",5.9,155,"1565","1968",30,"MT 6","225/45 R17","2wd"
"851","Skoda","Superb Elegance","2.0L TDI 140 hp DPF DSG 6","","320/1800-2500",140,"103/4000",6.8,177,"1587","1968",30,"DCT 6","225/45 R17","2wd"
"852","Skoda","Superb","2.0L TDI 170 hp DPF","","350/1750-2500",170,"125/4200",5.8,153,"1573","1968",20,"MT 6","205/55 R16","2wd"
"853","Skoda","Superb","2.0L TDI 170 hp DPF DSG 6","","350/1750-2500",170,"125/4200",6.1,159,"1590","1968",20,"DCT 6","205/55 R16","2wd"
"854","Skoda","Superb","2.0L TDI 170 hp DPF DSG 6 4x4","","350/1750-2500",170,"125/4200",6.4,168,"1668","1968",20,"MT 6","205/55 R16","4wd"
"855","Skoda","Superb Elegance","2.0L TDI 170 hp DPF","","350/1750-2500",170,"125/4200",5.8,153,"1573","1968",20,"MT 6","225/45 R17","2wd"
"856","Skoda","Superb Elegance","2.0L TDI 170 hp DPF DSG 6","","350/1750-2500",170,"125/4200",6.1,159,"1590","1968",20,"DCT 6","225/45 R17","2wd"
"857","Skoda","Superb Elegance","2.0L TDI 170 hp DPF DSG 6 4x4","","350/1750-2500",170,"125/4200",6.4,168,"1668","1968",20,"MT 6","225/45 R17","4wd"
"858","Seat","Ibiza (2006)","1.2L 64 hp 3 cyl.","","112/3000",64,"47/5400",5.9,142,"1015/1038","1198",5,"MT","195/55 R15","2wd"
"859","Seat","Ibiza (2006)","1.4L 75 hp","","126/3800",75,"55/5000",6.5,156,"1034/1057","1390",5,"MT","195/55 R15","2wd"
